QUESTION,SENTENCE,LABEL
What does the composer Ernest Chausson play?,"Lerolle's wife, shown with sheet music on her lap, sits between her two sisters: one is the singer; the other was married to the composer Ernest Chausson, who plays the organ.",1
What does the isolation of each object make seem extremely artificial?,"For all the naturalism with which they are depicted, the isolation of each object, heightened further by the black background, makes each of them seem extremely artificial and lends them a monumental, almost sculptural gravity.",1
What include small figures?,Many of Domenichino's landscapes include small figures.,1
What are not all scholars in?,"Although not all scholars are in agreement, there is presently almost unanimous accord over the attribution of this small work to Pontormo.",1
When does the painter's most celebrated work show the invasion of Florence under Charles VIII of France?,The painter's most celebrated work shows the invasion of Florence in 1494 under Charles VIII of France.,1
What was popular in the 17th century?,This subject was popular in the 17th century.,1
When did Memories from Hungary engage Munkcsy?,Memories from Hungary engaged Munkcsy during his period in Munich and it was the drama of these experiences which brought him success in Europe.,1
What are Raphael decorated Bibbiena's loggetta in the style of newly-discovered ancient Roman ornamental forms- the walls and ceilings adorned with?,"Raphael decorated Bibbiena's loggetta in the style of newly-discovered ancient Roman ornamental forms- the walls and ceilings are adorned with grotesques, open areas and geometric ornaments.",1
What was inspired by a painting of Simon Vouet?,"This composition was inspired by a painting of Simon Vouet, the artist's teacher, but it shows the strong influence of Nicolas Poussin",1
What does the focus remain on despite the idyllic landscapes however?,"Despite the idyllic landscapes however, the focus remains on the grisly martyrdom",1
What hang in a nearby tree?,"A bow and quiver hang in a nearby tree, signaling that the nymph belongs to the entourage of the huntress goddess Diana.",1
What does Bianca not appear to notice?,"Again drawing his bow, Amor has turned toward Bianca, and in fact she too has been struck with an arrow, but does not appear to notice it",1
What is The Triumph of Galatea?,"The companion-piece of this painting, The Triumph of Galatea, is also in the Hermitage",1
What shows the hero asleep on a rock in front of an unidentified landscape?,"The fresco shows the hero asleep on a rock in front of an unidentified landscape, while Mercury floats on a cloud above him.",1
What did Paris publish?,"Madame Georges Charpentier, ne Margurite-Louise Lemonnier was the wife of Georges Charpentier, a publisher in Paris, who published novels of Flaubert, Maupassant, Zola, and Goncourt.",1
"Who were Jan Both, Nicolaes Berchem, Karel Dujardin, Jan Asselyn and Adam Pynacker?","Jan Both, Nicolaes Berchem, Karel Dujardin, Jan Asselyn and Adam Pynacker were masters of the genre",1
When is Clio the muse in Greek mythology?,"In Greek mythology, Clio is the muse of history.",1
What takes place in the garden of a Renaissance palace as an exampe?,"As an exampe, this well-known biblical scene takes place in the garden of a Renaissance palace",1
What was headed from 1507 to 1524 by Giovanna da Piacenza?,"The nunnery was headed from 1507 to 1524 by Giovanna da Piacenza, an astute, cultured, and youthful mother superior.",1
Who seems to have lived a blessed existence?,He seems to have lived a blessed existence and in doing so to have reached a true serenity of heart.,1
"What were the attributed to ``Mons &#249; Desiderio'''', ``Until recent years'', ``Until recent years''?","``Until recent years the paintings of Didier Barra, together with those of Franois de Nom, were attributed to a mysterious'' ``Mons &#249; Desiderio''''''",1
Whose own design places Apollo's chariot directly above the head of the viewer?,"Primaticcio's own design, which places Apollo's chariot directly above the head of the viewer, survives only in the form of a red chalk drawing preserved at the Louvre, Paris.",1
"What does Cossa show a special interest in rocky landscapes and in the stones and otherwise, of which architecture is built in?","In his paintings Cossa shows a special interest in rocky landscapes and in the stones, carved and otherwise, of which architecture is built.",1
What does paint show?,"The change is in the completely different handling of paint, which shows his preoccupation with surface texture, and a relaxation of mood.",1
Whose great masterpiece was the ceiling of the Galleria Farnese?,"In 1597 Cardinal Odoardo Farnese commissioned Annibale Carracci's great masterpiece, the ceiling of the Galleria Farnese in the Palazzo Farnese, the most splendid and influential ceiling decoration in Rome since that of the Sistine Chapel.",1
What represents a young man of the age 29?,"According to the inscription at the bottom, the painting represents a young man of the age 29.",1
"Whose portraits of women are especially notable for the warmth, tenderness, and bloom of their presentation, as well as for the technical facility with which lace and ruffles are reproduced?","His portraits of women are especially notable for the warmth, tenderness, and bloom of their presentation, as well as for the technical facility with which lace and ruffles are reproduced.",1
